name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"42.3572011,-71.0791449",2024-08-18T09:00:00,65.2,65.2,64.1,96.2,0.018,100,rain,0,0,6.9,4.4,118,1015.4,100,3.8,22,0.1,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-18T10:00:00,66.1,66.1,65,96.27,0,0,,0,0,8.1,3.7,127,1015.5,99.8,5,40,0.1,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-18T11:00:00,68.1,68.1,65.9,92.59,0.011,100,rain,0,0,9.2,5.5,69,1014.8,99.8,6.3,102,0.4,1,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-18T12:00:00,68.2,68.2,65,89.57,0,0,,0,0,11.4,6.7,118,1014.9,96.7,6.4,171,0.6,2,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-18T13:00:00,69.4,69.4,65.8,88.47,0,0,,0,0,12.8,6.9,71,1014.5,100,6.4,124,0.4,1,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-18T14:00:00,68.3,68.3,65.1,89.42,0,0,,0,0,12.8,8.8,89,1013.9,100,7,68,0.2,1,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-18T15:00:00,69.5,69.5,65.1,86.17,0,0,,0,0,13.9,7.8,99,1013.4,99.4,8.2,126,0.5,1,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-18T16:00:00,68.4,68.4,65.1,89.28,0,0,,0,0,15,9.8,92,1012.9,99.4,7.1,80,0.3,1,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-18T17:00:00,68.5,68.5,65.2,89.31,0,0,,0,0,15,6.9,109,1012.6,99.4,7,105,0.4,1,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-18T18:00:00,69.4,69.4,65.2,86.42,0,0,,0,0,13.9,10.9,92,1011.6,89.3,8.1,16,0.1,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-18T19:00:00,67.3,67.3,65.2,93.07,0,0,,0,0,11.4,10,103,1011.2,99.5,6.4,1,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-18T20:00:00,67.1,67.1,65.2,93.43,0,0,,0,0,11.4,9.6,102,1011.5,100,5.3,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-18T21:00:00,66.3,66.3,65.9,98.8,0,0,,0,0,11.4,5.8,65,1011.4,97.5,2.5,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-18T22:00:00,66.2,66.2,65.1,96.39,0,0,,0,0,9.2,4.6,27,1011.2,89.2,1.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-18T23:00:00,67,67,66,96.36,0,0,,0,0,8.1,4.3,30,1010.9,89.2,1.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-19T00:00:00,67,67,66.8,99.27,0,0,,0,0,8.1,4.4,23,1010.6,96.4,2.3,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-19T01:00:00,67,67,66.8,99.27,0,0,,0,0,8.1,4.7,73,1009.8,100,3.3,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-19T02:00:00,67,67,66.8,99.27,0,0,,0,0,8.1,8.7,92,1008.5,84.8,2,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-19T03:00:00,66.2,66.2,66.1,99.53,0.004,100,rain,0,0,9.2,7.8,103,1008.4,99.4,1.4,0,0,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-19T04:00:00,66.2,66.2,66.1,99.39,0.054,100,rain,0,0,10.3,8.5,89,1007.6,99.5,0.9,0,0,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-19T05:00:00,66.2,66.2,66,99.32,0.018,100,rain,0,0,10.3,5.5,98,1007.5,100,1.2,0,0,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-19T06:00:00,66.2,66.2,66,99.45,0.011,100,rain,0,0,10.3,8.8,106,1007.5,99.4,1.7,0,0,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-19T07:00:00,66.2,66.2,66,99.28,0.007,100,rain,0,0,11.4,8.6,108,1007.3,99.4,1,25,0.1,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-19T08:00:00,66.3,66.3,66.1,99.11,0,0,,0,0,12.8,8.4,108,1007.1,89.8,3.6,50,0.2,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-19T09:00:00,68.3,68.3,67.9,98.62,0,0,,0,0,9.2,4.6,106,1006.9,89.8,6.4,171,0.6,2,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-19T10:00:00,69.6,69.6,68,94.8,0,0,,0,0,10.3,6.9,133,1007.1,89.3,9.9,92,0.3,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-19T11:00:00,73.3,73.3,69.1,86.67,0,0,,0,0,11.4,5.6,92,1006.5,89,9.9,304,1.1,3,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-19T12:00:00,73.4,73.4,69.2,86.68,0.002,100,rain,0,0,11.4,6.7,98,1006.1,89.8,9.7,169,0.6,2,10,"Rain, Partially cloudy",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-19T13:00:00,72.3,72.3,69.3,90.31,0,0,,0,0,12.8,8.7,100,1005.7,89.6,9.9,37,0.1,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739"
"42.3572011,-71.0791449",2024-08-19T14:00:00,70.8,70.8,69.3,95.17,0,0,,0,0,12.8,5.6,81,1005.4,99.4,9.9,67,0.2,1,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-19T15:00:00,74.4,74.4,69.3,84.11,0,0,,0,0,12.8,7.7,85,1004.7,76.8,9.9,145,0.5,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-19T16:00:00,73.6,73.6,69.4,86.59,0,0,,0,0,11.4,8.3,95,1004.4,100,9.9,123,0.4,1,30,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-19T17:00:00,72.7,72.7,69.4,89.34,0,0,,0,0,11.4,8.8,92,1003.7,88.7,9.9,124,0.4,1,30,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-19T18:00:00,73.6,73.6,69.4,86.73,0,0,,0,0,10.3,6.9,104,1003.5,88.8,9.9,59,0.2,1,30,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-19T19:00:00,72.3,72.3,69.4,90.52,0.013,100,rain,0,0,9.2,5.9,68,1003.3,94.2,9.5,11,0,0,30,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-19T20:00:00,72.2,72.2,70.2,93.4,0.011,100,rain,0,0,9.2,4.9,164,1003.3,79.6,9.5,0,0,0,30,"Rain, Partially cloudy",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-19T21:00:00,71.7,71.7,69.4,92.39,0.117,100,rain,0,0,9.2,4.3,200,1004.3,61.9,9.2,0,0,0,10,"Rain, Partially cloudy",rain,"KOWD,AV085,72509854704,KBED,72505914702"
"42.3572011,-71.0791449",2024-08-19T22:00:00,74.5,74.5,69.9,85.6,0.016,100,rain,0,0,10.3,3.3,255,1004.5,69.5,9.9,0,0,0,10,"Rain, Partially cloudy",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-19T23:00:00,69.2,69.2,66.1,89.71,0.003,100,rain,0,0,12.8,5.8,45,1004.2,86.5,9.9,0,0,0,10,"Rain, Partially cloudy",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-20T00:00:00,71.7,71.7,65.2,80.04,0,0,,0,0,15,6.7,288,1004.5,26.9,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-20T01:00:00,69.9,69.9,65.2,84.92,0,0,,0,0,17.2,8.6,283,1004.7,95,9.9,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-20T02:00:00,67.9,67.9,64.1,87.58,0,0,,0,0,18.3,13.4,302,1004.7,99.5,9.9,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-20T03:00:00,65,65,59.1,81.14,0,0,,0,0,21.9,12.2,302,1005.1,89.8,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-20T04:00:00,63,63,56.1,78.23,0,0,,0,0,27.7,15.5,302,1005.6,87.5,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-20T05:00:00,62,62,56,80.7,0,0,,0,0,19.7,10,282,1006.3,4.5,9.9,0,0,0,10,Clear,clear-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-20T06:00:00,62,62,55.2,78.35,0,0,,0,0,15,13.3,291,1006.6,88.7,9.9,2,0,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-20T07:00:00,61.1,61.1,54.2,77.88,0,0,,0,0,23,13.2,290,1007.1,87,9.9,24,0.1,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-20T08:00:00,60.3,60.3,54.1,80.06,0,0,,0,0,20.8,14.3,289,1007.9,99,9.9,16,0.1,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-20T09:00:00,62.2,62.2,54.2,75.03,0.011,100,rain,0,0,21.9,12.5,300,1008.1,89.8,9.9,259,0.9,3,10,"Rain, Partially cloudy",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-20T10:00:00,65.1,65.1,54.1,67.57,0,0,,0,0,25.2,14.8,300,1008.2,52.3,9.9,472,1.7,5,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-20T11:00:00,66.9,66.9,54,63.31,0,0,,0,0,23,15,301,1008.5,88.7,9.9,678,2.4,7,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-20T12:00:00,68,68,54,60.89,0,0,,0,0,24.1,13.6,301,1008.7,89.2,9.9,427,1.5,4,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-20T13:00:00,68,68,54,60.83,0,0,,0,0,20.8,13.8,292,1009.2,89.3,9.9,366,1.3,4,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-20T14:00:00,69.2,69.2,54.1,58.59,0,0,,0,0,23,13.5,312,1009.4,89.8,9.9,200,0.7,2,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-20T15:00:00,69.3,69.3,53.3,56.77,0,0,,0,0,21.9,14.5,303,1009.5,100,9.9,151,0.5,2,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-20T16:00:00,68.1,68.1,53.2,58.93,0,0,,0,0,20.8,13.4,292,1009.6,100,9.9,118,0.4,1,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-20T17:00:00,68.1,68.1,53.2,59.04,0,0,,0,0,19.7,12.5,293,1010.4,100,9.9,64,0.2,1,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-20T18:00:00,66.9,66.9,53.1,61.13,0,0,,0,0,16.1,15.6,300,1011,100,9.9,28,0.1,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-20T19:00:00,65.9,65.9,52.1,61.12,0,0,,0,0,13.9,11,301,1011.4,100,9.9,8,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-20T20:00:00,65.8,65.8,52.1,61.31,0,0,,0,0,11.4,11.1,282,1011.7,99,9.9,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-20T21:00:00,64.7,64.7,51.2,61.7,0,0,,0,0,11.4,8.6,301,1012.5,46.6,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-20T22:00:00,62.3,62.3,52.1,69.15,0,0,,0,0,11.4,10.5,290,1013,80.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-20T23:00:00,61.4,61.4,52,71.4,0,0,,0,0,12.8,7.6,280,1013,28.8,9.6,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-21T00:00:00,61.3,61.3,52,71.5,0,0,,0,0,12.8,8.6,281,1012.9,26.9,9.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-21T01:00:00,60.3,60.3,51.9,73.73,0,0,,0,0,12.8,8.6,271,1012.8,0,9.9,0,0,0,10,Clear,clear-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-21T02:00:00,58.5,58.5,52,79.05,0,0,,0,0,11.4,10.6,281,1012.6,4.5,9.9,0,0,0,10,Clear,clear-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-21T03:00:00,58.4,58.4,51.1,76.52,0,0,,0,0,11.4,7.5,281,1012.7,24.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-21T04:00:00,58.4,58.4,51.1,76.64,0,0,,0,0,12.8,6.4,271,1012.8,24.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-21T05:00:00,57.4,57.4,51.1,79.42,0,0,,0,0,11.4,8.5,262,1013.1,24.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-21T06:00:00,57.4,57.4,51.1,79.42,0,0,,0,0,11.4,5.6,272,1013.4,24.2,9.9,3,0,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-21T07:00:00,58.6,58.6,52,78.89,0,0,,0,0,11.4,4.8,276,1013.7,24.2,9.9,52,0.2,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-21T08:00:00,60.8,60.8,52.2,73.1,0,0,,0,0,12.8,9.8,278,1014,24.2,9.9,290,1,3,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-21T09:00:00,63,63,53.2,70.43,0,0,,0,0,10.3,10.1,279,1014.1,24.2,9.9,482,1.7,5,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-21T10:00:00,66.8,66.8,54,63.55,0,0,,0,0,9.2,9.1,263,1014.2,24.2,9.9,641,2.3,6,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-21T11:00:00,69.1,69.1,54,58.7,0,0,,0,0,11.4,9.9,278,1014.6,29,9.9,470,1.7,5,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-21T12:00:00,70.2,70.2,53.2,54.73,0,0,,0,0,10.3,10.1,280,1014.2,48.9,9.9,630,2.3,6,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-21T13:00:00,73.1,73.1,52.2,47.96,0,0,,0,0,19.7,9.3,263,1013.8,49.2,9.9,842,3,8,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-21T14:00:00,74,74,51.3,44.93,0,0,,0,0,19.7,10.1,263,1013.7,48.9,9.9,119,0.4,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-21T15:00:00,73.2,73.2,51.2,46.01,0,0,,0,0,19.7,11.1,241,1013.4,53.7,9.9,70,0.3,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-21T16:00:00,74,74,50.1,43.08,0,0,,0,0,19.6,10,262,1013.5,53.7,9.9,107,0.4,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-21T17:00:00,71.8,71.8,51.6,48.94,0.002,100,rain,0,0,21.9,9.2,274,1013.9,85.9,9.9,65,0.2,1,10,"Rain, Partially cloudy",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-21T18:00:00,70.2,70.2,50.4,49.58,0,0,,0,0,11.4,8.6,311,1014.4,82.9,9.9,48,0.2,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-21T19:00:00,70,70,52.4,53.52,0,0,,0,0,11.4,6.4,321,1014.8,88.7,9.9,5,0,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-21T20:00:00,68.6,68.6,52.6,56.62,0,0,,0,0,9.2,3,255,1015.4,88.7,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-21T21:00:00,64.6,64.6,55.3,71.68,0,0,,0,0,10.3,5.4,123,1015.9,50.6,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-21T22:00:00,64.6,64.6,53.3,66.81,0,0,,0,0,11.4,6.5,234,1016,84.7,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-21T23:00:00,64.5,64.5,53.2,66.64,0,0,,0,0,10.3,10.8,270,1016.3,24.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-22T00:00:00,62.3,62.3,52.1,69.23,0,0,,0,0,11.4,11.8,289,1016.4,0,9.9,0,0,0,10,Clear,clear-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-22T01:00:00,61.3,61.3,52,71.41,0,0,,0,0,9.2,5.5,271,1016.8,0,9.9,0,0,0,10,Clear,clear-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-22T02:00:00,60.3,60.3,51.9,73.97,0,0,,0,0,10.3,9.3,274,1016.9,0,9.8,0,0,0,10,Clear,clear-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-22T03:00:00,60.3,60.3,51.9,73.81,0,0,,0,0,10.3,9.5,270,1017.1,0,9.9,0,0,0,10,Clear,clear-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-22T04:00:00,59.4,59.4,51.8,75.81,0,0,,0,0,9.2,7.4,263,1017.3,0,9.7,0,0,0,10,Clear,clear-night,"KOWD,AV085,72509854704,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-22T05:00:00,58.5,58.5,51.8,78.54,0,0,,0,0,9.2,5.6,275,1017.3,0,9.5,0,0,0,10,Clear,clear-night,"KOWD,AV085,72509854704,KBOS,72509014739"
"42.3572011,-71.0791449",2024-08-22T06:00:00,57.1,57.1,51.7,82.1,0,0,,0,0,10.3,8.3,265,1018,24.2,9.6,2,0,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-22T07:00:00,58.5,58.5,52,79.01,0,0,,0,0,10.3,7.4,262,1018.5,24.2,9.9,44,0.2,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-22T08:00:00,60,60,52.2,75.35,0,0,,0,0,11.4,10.9,278,1018.7,24.2,9.9,309,1.1,3,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-22T09:00:00,62.9,62.9,52.2,68.04,0,0,,0,0,10.3,7.8,269,1018.8,26.5,9.9,447,1.6,4,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-22T10:00:00,64.2,64.2,52.2,64.89,0,0,,0,0,11.4,7,261,1019.3,82.9,9.9,659,2.4,7,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-22T11:00:00,68,68,53.9,60.6,0,0,,0,0,11.4,6.9,230,1019.4,51.8,9.9,777,2.8,8,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-22T12:00:00,70.1,70.1,52.1,52.84,0,0,,0,0,11.4,9.2,289,1019.1,53.7,9.9,530,1.9,5,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-22T13:00:00,71.2,71.2,51.4,49.54,0,0,,0,0,19.7,7.1,314,1019.1,88.7,9.9,180,0.6,2,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-22T14:00:00,73.2,73.2,52.2,47.82,0,0,,0,0,19.7,10.3,281,1018.8,89.8,9.9,195,0.7,2,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-22T15:00:00,72,72,52.3,49.74,0,0,,0,0,17.2,11,271,1018.8,87,9.9,110,0.4,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-22T16:00:00,73.9,73.9,52.1,46.58,0,0,,0,0,12.8,11.3,279,1018.8,51.8,9.9,62,0.2,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-22T17:00:00,73.2,73.2,52.2,47.73,0,0,,0,0,17.2,9.3,270,1018.9,49.7,9.9,34,0.1,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
